EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,,,
1085361,COFFEE CO.,CARL FOLSOM ELBA ARPT,3/25/2023,1607,Hail,1.75, ,0,0,0,0,AL,CST-6, ,177994,C,31,TAE,0,0,Public, , , ,1,NE,1,NE,CARL FOLSOM ELBA ARPT,3/25/2023,1607,31.42,-86.08,31.42,-86.08,,"A couple of strong upper level shortwaves impacted the area during the March 25-27 time frame, bringing with them a couple of rounds of severe weather with several reports of trees and power lines blown down along with some large hail.",,,
1085362,COFFEE CO.,CLINTONVILLE,3/25/2023,1627,Hail,1.75, ,0,0,0,0,AL,CST-6, ,177994,C,31,TAE,0,0,Public, , , ,1,WNW,1,WNW,CLINTONVILLE,3/25/2023,1627,31.41,-85.91,31.41,-85.91,,"A couple of strong upper level shortwaves impacted the area during the March 25-27 time frame, bringing with them a couple of rounds of severe weather with several reports of trees and power lines blown down along with some large hail.",,,
1083449,TALLAPOOSA CO.,OUR TOWN,3/26/2023,9,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Social Media, , , ,6,S,6,S,OUR TOWN,3/26/2023,10,32.75,-85.95,32.75,-85.95,Quarter size hail reported near Lake Martin.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083453,AUTAUGA CO.,WADSWORTH,3/26/2023,152,Hail,2, ,0,0,0,0,AL,CST-6, ,178115,C,1,BMX,0,0,Public, , , ,1,ENE,1,ENE,WADSWORTH,3/26/2023,153,32.6748,-86.4512,32.6748,-86.4512,Two inch hail reported near the intersection of County Road 68 and County Road 143.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083492,TALLAPOOSA CO.,CAMP HILL,3/26/2023,152,Hail,2.75, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Public, , , ,0,N,0,N,CAMP HILL,3/26/2023,153,32.8,-85.65,32.8,-85.65,Baseball size hail reported in Camp Hill with numerous vehicle windows shattered.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083458,CHAMBERS CO.,MOOREFIELD,3/26/2023,205,Hail,1.75, ,0,0,0,0,AL,CST-6, ,178115,C,17,BMX,0,0,Public, , , ,3,WNW,3,WNW,MOOREFIELD,3/26/2023,206,32.85,-85.47,32.85,-85.47,Golf ball size hail reported on County Road 50 southwest of Lafayette.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083462,ELMORE CO.,TITUS,3/26/2023,205,Hail,2, ,0,0,0,0,AL,CST-6, ,178115,C,51,BMX,0,0,Social Media, , , ,1,SSE,1,SSE,TITUS,3/26/2023,206,32.7117,-86.318,32.7117,-86.318,Two inch hail reported in the city of Titus.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083460,CHAMBERS CO.,LAFAYETTE,3/26/2023,216,Hail,2.5, ,0,0,0,0,AL,CST-6, ,178115,C,17,BMX,0,0,Social Media, , , ,2,SSW,2,SSW,LAFAYETTE,3/26/2023,217,32.88,-85.39,32.88,-85.39,Tennis ball size hail reported on the southeast side of Lafayette.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087964,BIBB CO.,RANDOLPH,3/26/2023,219,Hail,1.25, ,0,0,0,0,AL,CST-6, ,178115,C,7,BMX,0,0,Public, , , ,0,N,0,N,RANDOLPH,3/26/2023,220,32.9,-86.92,32.9,-86.92,"Hail covering the ground, some as large as half dollar size.",A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083461,CHILTON CO.,THORSBY,3/26/2023,235,Hail,1.5, ,0,0,0,0,AL,CST-6, ,178115,C,21,BMX,0,0,Social Media, , , ,0,N,0,N,THORSBY,3/26/2023,236,32.92,-86.72,32.92,-86.72,Ping pong size hail reported in Thorsby.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083464,TALLAPOOSA CO.,JACKSONS GAP,3/26/2023,246,Hail,1.75, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Social Media, , , ,0,N,0,N,JACKSONS GAP,3/26/2023,247,32.88,-85.8,32.88,-85.8,Golf ball size hail reported in Jackson's Gap.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083463,COOSA CO.,HANOVER,3/26/2023,319,Hail,1.75, ,0,0,0,0,AL,CST-6, ,178115,C,37,BMX,0,0,Trained Spotter, , , ,0,N,0,N,HANOVER,3/26/2023,320,33,-86.2,33,-86.2,Golf ball size hail reported in the Hanover Community.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083465,COOSA CO.,KELLYTON,3/26/2023,331,Hail,1.75, ,0,0,0,0,AL,CST-6, ,178115,C,37,BMX,0,0,Social Media, , , ,0,N,0,N,KELLYTON,3/26/2023,332,32.98,-86.03,32.98,-86.03,Golf ball size hail reported in Kellyton.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083467,TALLAPOOSA CO.,HACKNEYVILLE,3/26/2023,340,Hail,1.5, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Emergency Manager, , , ,1,SW,1,SW,HACKNEYVILLE,3/26/2023,341,33.0599,-85.931,33.0599,-85.931,Ping pong size hail reported in the Hackneyville community.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083466,SHELBY CO.,MOSTELLERS,3/26/2023,354,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,117,BMX,0,0,Fire Department/Rescue, , , ,4,SSW,4,SSW,MOSTELLERS,3/26/2023,355,33.04,-86.56,33.04,-86.56,Quarter size hail reported near Duck Cove Road.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083496,MARENGO CO.,LINDEN,3/26/2023,419,Hail,1.5, ,0,0,0,0,AL,CST-6, ,178115,C,91,BMX,0,0,Public, , , ,0,N,0,N,LINDEN,3/26/2023,420,32.3,-87.8,32.3,-87.8,Ping pong size hail reported in Linden.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083500,CHILTON CO.,COOPER,3/26/2023,516,Hail,2.75, ,0,0,0,0,AL,CST-6, ,178115,C,21,BMX,0,0,Public, , , ,2,ENE,2,ENE,COOPER,3/26/2023,517,32.78,-86.52,32.78,-86.52,Baseball size hail reported in the city of Verbena.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083498,DALLAS CO.,BROWNS,3/26/2023,526,Hail,0.75, ,0,0,0,0,AL,CST-6, ,178115,C,47,BMX,0,0,Public, , , ,1,NE,1,NE,BROWNS,3/26/2023,527,32.4382,-87.3575,32.4382,-87.3575,Penny size hail reported near the intersection of Highway 80 and County Road 5.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087961,COOSA CO.,WETONA,3/26/2023,534,Hail,2, ,0,0,0,0,AL,CST-6, ,178115,C,37,BMX,0,0,Public, , , ,3,E,3,E,WETONA,3/26/2023,535,32.764,-86.295,32.764,-86.295,Two inch size hail reported near Shelton Lake.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1083497,COOSA CO.,WETONA,3/26/2023,541,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,37,BMX,0,0,Public, , , ,3,ESE,3,ESE,WETONA,3/26/2023,542,32.76,-86.3,32.76,-86.3,Quarter size hail reported along County Road 36.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087963,TALLAPOOSA CO.,OUR TOWN,3/26/2023,619,Hail,1.75, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Social Media, , , ,2,NNE,2,NNE,OUR TOWN,3/26/2023,620,32.86,-85.93,32.86,-85.93,Golf ball size hail reported near Wind Creek State Park.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087962,AUTAUGA CO.,JOFFRE,3/26/2023,629,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,1,BMX,0,0,Social Media, , , ,1,SSW,1,SSW,JOFFRE,3/26/2023,630,32.554,-86.657,32.554,-86.657,Quarter size hail reported along Highway 82 in northwest Autauga County.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1086805,CLARKE CO.,THOMASVILLE,3/26/2023,1112,Hail,1, ,0,0,0,0,AL,CST-6, ,177861,C,25,MOB,0,0,Emergency Manager, , , ,0,N,0,N,THOMASVILLE,3/26/2023,1114,31.92,-87.73,31.92,-87.73,,A stalled front over northern portions of the area combined with favorable wind shear and instability led to the development of severe thunderstorms. Two tornadoes developed along with several reports of large hail.,,,
1085364,COFFEE CO.,RICHBURG,3/26/2023,1340,Hail,0.75, ,0,0,0,0,AL,CST-6, ,177994,C,31,TAE,0,0,Public, , , ,2,SSW,2,SSW,RICHBURG,3/26/2023,1340,31.36,-85.98,31.36,-85.98,,"A couple of strong upper level shortwaves impacted the area during the March 25-27 time frame, bringing with them a couple of rounds of severe weather with several reports of trees and power lines blown down along with some large hail.",,,
1087965,RUSSELL CO.,SEALE,3/26/2023,1426,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,113,BMX,0,0,Public, , , ,0,N,0,N,SEALE,3/26/2023,1428,32.3,-85.17,32.3,-85.17,"Hail covering the ground in Seale, some as large as quarters.",A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1088204,RUSSELL CO.,BRICKYARD,3/26/2023,1445,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,113,BMX,0,0,Public, , , ,1,N,1,N,BRICKYARD,3/26/2023,1446,32.409,-84.999,32.409,-84.999,Quarter size hail reported just south of Phenix City.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1088205,MONTGOMERY CO.,WAUGH,3/26/2023,1632,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,101,BMX,0,0,Trained Spotter, , , ,2,SSE,2,SSE,WAUGH,3/26/2023,1633,32.339,-86.034,32.339,-86.034,Quarter size hail reported at the Waters Pike development.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087966,MACON CO.,TYSONVILLE,3/26/2023,1641,Hail,1.5, ,0,0,0,0,AL,CST-6, ,178115,C,87,BMX,0,0,Emergency Manager, , , ,2,E,2,E,TYSONVILLE,3/26/2023,1642,32.399,-85.972,32.399,-85.972,Ping pong ball size hail reported near Shorter.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087152,CLARKE CO.,WEST BEND,3/26/2023,1650,Hail,1, ,0,0,0,0,AL,CST-6, ,177861,C,25,MOB,0,0,Emergency Manager, , , ,0,N,0,N,WEST BEND,3/26/2023,1652,31.83,-88.13,31.83,-88.13,,A stalled front over northern portions of the area combined with favorable wind shear and instability led to the development of severe thunderstorms. Two tornadoes developed along with several reports of large hail.,,,
1087967,TALLAPOOSA CO.,TALLAPOOSA CITY,3/26/2023,1705,Hail,2, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Social Media, , , ,1,ENE,1,ENE,TALLAPOOSA CITY,3/26/2023,1706,32.557,-85.827,32.557,-85.827,Two inch size hail reported near Elam Baptist Church.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087154,CLARKE CO.,TALLAHATTA SPGS,3/26/2023,1718,Hail,1, ,0,0,0,0,AL,CST-6, ,177861,C,25,MOB,0,0,Emergency Manager, , , ,0,N,0,N,TALLAHATTA SPGS,3/26/2023,1720,31.9,-87.82,31.9,-87.82,,A stalled front over northern portions of the area combined with favorable wind shear and instability led to the development of severe thunderstorms. Two tornadoes developed along with several reports of large hail.,,,
1087968,SUMTER CO.,CUBA,3/26/2023,1732,Hail,2, ,0,0,0,0,AL,CST-6, ,178115,C,119,BMX,0,0,Fire Department/Rescue, , , ,0,N,0,N,CUBA,3/26/2023,1733,32.43,-88.38,32.43,-88.38,Two inch size hail reported in Cuba.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087969,TALLAPOOSA CO.,CAMP HILL,3/26/2023,1742,Hail,1.75, ,0,0,0,0,AL,CST-6, ,178115,C,123,BMX,0,0,Social Media, , , ,0,N,0,N,CAMP HILL,3/26/2023,1743,32.8,-85.65,32.8,-85.65,Golf ball size hail reported in Camp Hill.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087973,SUMTER CO.,YORK MALLARD ARPT,3/26/2023,1742,Hail,1.5, ,0,0,0,0,AL,CST-6, ,178115,C,119,BMX,0,0,Fire Department/Rescue, , , ,3,N,3,N,YORK MALLARD ARPT,3/26/2023,1743,32.547,-88.273,32.547,-88.273,Golf ball size hail reported along Interstate 20 west of Livingston.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087970,SUMTER CO.,BOYD,3/26/2023,1742,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,119,BMX,0,0,Social Media, , , ,1,E,1,E,BOYD,3/26/2023,1743,32.6183,-88.3053,32.6183,-88.3053,Quarter size hail reported near the intersection of Highway 17 and County Road 12.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1087971,HALE CO.,GREENSBORO,3/26/2023,1801,Hail,1, ,0,0,0,0,AL,CST-6, ,178115,C,65,BMX,0,0,Social Media, , , ,3,E,3,E,GREENSBORO,3/26/2023,1802,32.693,-87.526,32.693,-87.526,Quarter size hail reported along Highway 14 east of Greensboro.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
1088192,MARENGO CO.,JEFFERSON,3/26/2023,1804,Hail,2, ,0,0,0,0,AL,CST-6, ,178115,C,91,BMX,0,0,Fire Department/Rescue, , , ,1,N,1,N,JEFFERSON,3/26/2023,1805,32.39,-87.9,32.39,-87.9,Two inch size hail reported in the Jefferson community northwest of Linden.,A multi-day severe weather event produced all modes of severe weather across Central Alabama. An upper low parked over the Midwest States and an upper ridge over the Florida Peninsula produced a deep layer of moisture and shear over Alabama. A slow moving surface cold front provided the focus for severe storms late Saturday night and continuing through Monday morning.,,,
