EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,YEAR,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE
5264560,GENEVA (ZONE), ,8/5/2001,2001,1800,Tropical Storm, , ,0,0,0,0,AL,EST, ,1122005,Z,68,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1800, , , , ,,
5264561,HENRY (ZONE), ,8/5/2001,2001,1800,Tropical Storm, , ,0,0,0,0,AL,EST, ,1122005,Z,67,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1800, , , , ,,
5264562,HOUSTON (ZONE), ,8/5/2001,2001,1800,Tropical Storm, , ,0,0,0,0,AL,EST, ,1122005,Z,69,TAE,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1800, , , , ,,
5264857,BUTLER (ZONE), ,8/6/2001,2001,400,Tropical Storm, , ,0,0,200000,0,AL,CST, ,1121904,Z,57,MOB,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1200, , , , ,,"Tropical storm Barry moved inland on the morning of August 6.  An Inland Tropical Storm Wind Warning was in effect as Barry tracked across Covington, Conecuh, Monroe and Wilcox counties between 500 am and noon.  Near the center and just to the right of the center, numerous trees and light weight structures were damaged.  The counties with the most damage were Covington, Crenshaw and Butler.  About one hundred thousand dollars worth of damage occurred in Covington county, where numerous trees were blown down from Florala to Andalusia.  Some damage to awnings and light weight structures also occurred in Florala.  Trees were blown down across Butler and Crenshaw counties.  Minor damage occurred in Conecuh, Monroe and Wilcox counties, with most of that being trees blown down."
5264861,MONROE (ZONE), ,8/6/2001,2001,400,Tropical Storm, , ,0,0,0,0,AL,CST, ,1121904,Z,55,MOB,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1200, , , , ,,"Tropical storm Barry moved inland on the morning of August 6.  An Inland Tropical Storm Wind Warning was in effect as Barry tracked across Covington, Conecuh, Monroe and Wilcox counties between 500 am and noon.  Near the center and just to the right of the center, numerous trees and light weight structures were damaged.  The counties with the most damage were Covington, Crenshaw and Butler.  About one hundred thousand dollars worth of damage occurred in Covington county, where numerous trees were blown down from Florala to Andalusia.  Some damage to awnings and light weight structures also occurred in Florala.  Trees were blown down across Butler and Crenshaw counties.  Minor damage occurred in Conecuh, Monroe and Wilcox counties, with most of that being trees blown down."
5264862,WILCOX (ZONE), ,8/6/2001,2001,400,Tropical Storm, , ,0,0,0,0,AL,CST, ,1121904,Z,54,MOB,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1200, , , , ,,"Tropical storm Barry moved inland on the morning of August 6.  An Inland Tropical Storm Wind Warning was in effect as Barry tracked across Covington, Conecuh, Monroe and Wilcox counties between 500 am and noon.  Near the center and just to the right of the center, numerous trees and light weight structures were damaged.  The counties with the most damage were Covington, Crenshaw and Butler.  About one hundred thousand dollars worth of damage occurred in Covington county, where numerous trees were blown down from Florala to Andalusia.  Some damage to awnings and light weight structures also occurred in Florala.  Trees were blown down across Butler and Crenshaw counties.  Minor damage occurred in Conecuh, Monroe and Wilcox counties, with most of that being trees blown down."
5264858,CONECUH (ZONE), ,8/6/2001,2001,400,Tropical Storm, , ,0,0,0,0,AL,CST, ,1121904,Z,56,MOB,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1200, , , , ,,"Tropical storm Barry moved inland on the morning of August 6.  An Inland Tropical Storm Wind Warning was in effect as Barry tracked across Covington, Conecuh, Monroe and Wilcox counties between 500 am and noon.  Near the center and just to the right of the center, numerous trees and light weight structures were damaged.  The counties with the most damage were Covington, Crenshaw and Butler.  About one hundred thousand dollars worth of damage occurred in Covington county, where numerous trees were blown down from Florala to Andalusia.  Some damage to awnings and light weight structures also occurred in Florala.  Trees were blown down across Butler and Crenshaw counties.  Minor damage occurred in Conecuh, Monroe and Wilcox counties, with most of that being trees blown down."
5264859,COVINGTON (ZONE), ,8/6/2001,2001,400,Tropical Storm, , ,0,0,0,0,AL,CST, ,1121904,Z,60,MOB,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1200, , , , ,,"Tropical storm Barry moved inland on the morning of August 6.  An Inland Tropical Storm Wind Warning was in effect as Barry tracked across Covington, Conecuh, Monroe and Wilcox counties between 500 am and noon.  Near the center and just to the right of the center, numerous trees and light weight structures were damaged.  The counties with the most damage were Covington, Crenshaw and Butler.  About one hundred thousand dollars worth of damage occurred in Covington county, where numerous trees were blown down from Florala to Andalusia.  Some damage to awnings and light weight structures also occurred in Florala.  Trees were blown down across Butler and Crenshaw counties.  Minor damage occurred in Conecuh, Monroe and Wilcox counties, with most of that being trees blown down."
5264860,CRENSHAW (ZONE), ,8/6/2001,2001,400,Tropical Storm, , ,0,0,0,0,AL,CST, ,1121904,Z,58,MOB,0,0,EMERGENCY MANAGER, , , , , , , , ,8/6/2001,1200, , , , ,,"Tropical storm Barry moved inland on the morning of August 6.  An Inland Tropical Storm Wind Warning was in effect as Barry tracked across Covington, Conecuh, Monroe and Wilcox counties between 500 am and noon.  Near the center and just to the right of the center, numerous trees and light weight structures were damaged.  The counties with the most damage were Covington, Crenshaw and Butler.  About one hundred thousand dollars worth of damage occurred in Covington county, where numerous trees were blown down from Florala to Andalusia.  Some damage to awnings and light weight structures also occurred in Florala.  Trees were blown down across Butler and Crenshaw counties.  Minor damage occurred in Conecuh, Monroe and Wilcox counties, with most of that being trees blown down."
5319887,MOBILE INLAND (ZONE), ,9/12/2002,2002,900,Tropical Storm, , ,0,0,0,0,AL,CST, ,1143641,Z,261,MOB,0,0,BROADCAST MEDIA, , , , , , , , ,9/14/2002,1200, , , , ,,"Tropical Storm Hanna moved across the area during the morning of September 14.  The area was put under a Tropical Storm Watch at 900 AM CST on September 12, then a Tropical Storm Warning at 300 AM CST on September 13.  The warning was dropped at NOON CST on September 14 as the remains of Hanna moved inland across southwest Alabama.
Hanna made landfall near the west end of Dauphin Island around 900 AM CST Saturday morning.
Some of the winds recorded across Southwest Alabama and Northwest Florida were as follows:  Mobile Regional Airport, sustained winds of 25 knots with gusts to 30 knots.  Pensacola Regional Airport, sustained wind of 47 knots with gusts to 57 knots.  Pensacola Naval Air Station, sustained wind of 41 knots with gusts to 48 knots.  Eglin Air Force Base in Valpariaso , sustained wind of 32 knots with gusts to 41 knots.  Hurlburt Air Force Base in Mary Esther, sustained wind of 37 knots with gusts to 54 knots.  Dauphin Island, sustained wind of 35 knots with a gust to 44 knots.  One of the highest wind speeds was on Pensacola Beach where a sustained wind of 43 knots with a gust of 59 knots was recorded.
The lowest sea level pressures were recorded at Dauphin Island with 1005 MB and at Mobile Regional Airport and Brookley Field with 1006 MB.
The highest two day rainfall totals ending at midnight on September 14 across the area were Coden, AL with 7.55 inches, Belle Fontaine, AL with 5.75, Destin, FL with 5.41 inches and Crestview, FL with 5.04 inches.
The highest storm tides were at Dauphin Island with 3.7 feet and Pensacola with 3.4 feet.
Minor beach erosion occurred from Dauphin Island in Alabama to Navarre Beach in Florida.
Storm tide flooding occurred on the west end of Dauphin Island and in the south part of Mobile county and also along the Causeway that crosses Mobile Bay.  Tidal flooding also took place along the Baldwin county beaches and along Pensacola Beach and Navarre Beach in Escambia and Santa Rosa counties in Florida."
5319884,BALDWIN CENTRAL (ZONE), ,9/12/2002,2002,900,Tropical Storm, , ,0,0,40000,0,AL,CST, ,1143641,Z,264,MOB,0,0,BROADCAST MEDIA, , , , , , , , ,9/14/2002,1200, , , , ,,"Tropical Storm Hanna moved across the area during the morning of September 14.  The area was put under a Tropical Storm Watch at 900 AM CST on September 12, then a Tropical Storm Warning at 300 AM CST on September 13.  The warning was dropped at NOON CST on September 14 as the remains of Hanna moved inland across southwest Alabama.
Hanna made landfall near the west end of Dauphin Island around 900 AM CST Saturday morning.
Some of the winds recorded across Southwest Alabama and Northwest Florida were as follows:  Mobile Regional Airport, sustained winds of 25 knots with gusts to 30 knots.  Pensacola Regional Airport, sustained wind of 47 knots with gusts to 57 knots.  Pensacola Naval Air Station, sustained wind of 41 knots with gusts to 48 knots.  Eglin Air Force Base in Valpariaso , sustained wind of 32 knots with gusts to 41 knots.  Hurlburt Air Force Base in Mary Esther, sustained wind of 37 knots with gusts to 54 knots.  Dauphin Island, sustained wind of 35 knots with a gust to 44 knots.  One of the highest wind speeds was on Pensacola Beach where a sustained wind of 43 knots with a gust of 59 knots was recorded.
The lowest sea level pressures were recorded at Dauphin Island with 1005 MB and at Mobile Regional Airport and Brookley Field with 1006 MB.
The highest two day rainfall totals ending at midnight on September 14 across the area were Coden, AL with 7.55 inches, Belle Fontaine, AL with 5.75, Destin, FL with 5.41 inches and Crestview, FL with 5.04 inches.
The highest storm tides were at Dauphin Island with 3.7 feet and Pensacola with 3.4 feet.
Minor beach erosion occurred from Dauphin Island in Alabama to Navarre Beach in Florida.
Storm tide flooding occurred on the west end of Dauphin Island and in the south part of Mobile county and also along the Causeway that crosses Mobile Bay.  Tidal flooding also took place along the Baldwin county beaches and along Pensacola Beach and Navarre Beach in Escambia and Santa Rosa counties in Florida."
5319885,MOBILE CENTRAL (ZONE), ,9/12/2002,2002,900,Tropical Storm, , ,0,0,50000,0,AL,CST, ,1143641,Z,263,MOB,0,0,BROADCAST MEDIA, , , , , , , , ,9/14/2002,1200, , , , ,,"Tropical Storm Hanna moved across the area during the morning of September 14.  The area was put under a Tropical Storm Watch at 900 AM CST on September 12, then a Tropical Storm Warning at 300 AM CST on September 13.  The warning was dropped at NOON CST on September 14 as the remains of Hanna moved inland across southwest Alabama.
Hanna made landfall near the west end of Dauphin Island around 900 AM CST Saturday morning.
Some of the winds recorded across Southwest Alabama and Northwest Florida were as follows:  Mobile Regional Airport, sustained winds of 25 knots with gusts to 30 knots.  Pensacola Regional Airport, sustained wind of 47 knots with gusts to 57 knots.  Pensacola Naval Air Station, sustained wind of 41 knots with gusts to 48 knots.  Eglin Air Force Base in Valpariaso , sustained wind of 32 knots with gusts to 41 knots.  Hurlburt Air Force Base in Mary Esther, sustained wind of 37 knots with gusts to 54 knots.  Dauphin Island, sustained wind of 35 knots with a gust to 44 knots.  One of the highest wind speeds was on Pensacola Beach where a sustained wind of 43 knots with a gust of 59 knots was recorded.
The lowest sea level pressures were recorded at Dauphin Island with 1005 MB and at Mobile Regional Airport and Brookley Field with 1006 MB.
The highest two day rainfall totals ending at midnight on September 14 across the area were Coden, AL with 7.55 inches, Belle Fontaine, AL with 5.75, Destin, FL with 5.41 inches and Crestview, FL with 5.04 inches.
The highest storm tides were at Dauphin Island with 3.7 feet and Pensacola with 3.4 feet.
Minor beach erosion occurred from Dauphin Island in Alabama to Navarre Beach in Florida.
Storm tide flooding occurred on the west end of Dauphin Island and in the south part of Mobile county and also along the Causeway that crosses Mobile Bay.  Tidal flooding also took place along the Baldwin county beaches and along Pensacola Beach and Navarre Beach in Escambia and Santa Rosa counties in Florida."
5319886,BALDWIN INLAND (ZONE), ,9/12/2002,2002,900,Tropical Storm, , ,0,0,0,0,AL,CST, ,1143641,Z,262,MOB,0,0,BROADCAST MEDIA, , , , , , , , ,9/14/2002,1200, , , , ,,"Tropical Storm Hanna moved across the area during the morning of September 14.  The area was put under a Tropical Storm Watch at 900 AM CST on September 12, then a Tropical Storm Warning at 300 AM CST on September 13.  The warning was dropped at NOON CST on September 14 as the remains of Hanna moved inland across southwest Alabama.
Hanna made landfall near the west end of Dauphin Island around 900 AM CST Saturday morning.
Some of the winds recorded across Southwest Alabama and Northwest Florida were as follows:  Mobile Regional Airport, sustained winds of 25 knots with gusts to 30 knots.  Pensacola Regional Airport, sustained wind of 47 knots with gusts to 57 knots.  Pensacola Naval Air Station, sustained wind of 41 knots with gusts to 48 knots.  Eglin Air Force Base in Valpariaso , sustained wind of 32 knots with gusts to 41 knots.  Hurlburt Air Force Base in Mary Esther, sustained wind of 37 knots with gusts to 54 knots.  Dauphin Island, sustained wind of 35 knots with a gust to 44 knots.  One of the highest wind speeds was on Pensacola Beach where a sustained wind of 43 knots with a gust of 59 knots was recorded.
The lowest sea level pressures were recorded at Dauphin Island with 1005 MB and at Mobile Regional Airport and Brookley Field with 1006 MB.
The highest two day rainfall totals ending at midnight on September 14 across the area were Coden, AL with 7.55 inches, Belle Fontaine, AL with 5.75, Destin, FL with 5.41 inches and Crestview, FL with 5.04 inches.
The highest storm tides were at Dauphin Island with 3.7 feet and Pensacola with 3.4 feet.
Minor beach erosion occurred from Dauphin Island in Alabama to Navarre Beach in Florida.
Storm tide flooding occurred on the west end of Dauphin Island and in the south part of Mobile county and also along the Causeway that crosses Mobile Bay.  Tidal flooding also took place along the Baldwin county beaches and along Pensacola Beach and Navarre Beach in Escambia and Santa Rosa counties in Florida."
5319894,BALDWIN CENTRAL (ZONE), ,9/24/2002,2002,900,Tropical Storm, , ,0,0,2000000,0,AL,CST, ,1143643,Z,264,MOB,0,0,BROADCAST MEDIA, , , , , , , , ,9/26/2002,1500, , , , ,,"For the second time during the month the area was threatened by a tropical storm.  Tropical Storm Isidore threatened the area  Tuesday, Wednesday and Thursday.  We were put under a Tropical Storm Warning at 900 AM CST on September 24.  The Tropical Storm Warning was dropped at 300 PM CST on September 26 as the remains of Isidore moved across eastern Mississippi.  Isidore moved ashore over the Southeast Louisiana Coast between 200 and 300 AM CST on September 26.  Although the center of Isidore did not move over our area, the strongest winds and heaviest rains were east of the center with most of the damage across Southwest Alabama and Northwest Florida.
Some of the winds recorded across Southwest Alabama and Northwest Florida were as follows:  Mobile Airport, sustained wind of 42 knots with gusts to 50 knots.  Mobile Brookley Field, sustained wind of 40 knots with gusts to 50 knots.  Dauphin Island, sustained wind of 42 knots with gusts to 52 knots.  Cedar Point, sustained wind of 35 knots with gusts to 53 knots.   Pensacola Airport, sustained wind of 29 knots with gusts to 44 knots.  Pensacola Naval Air Station, sustained wind of 31 knots with gusts to 43 knots.  Hurlburt Air Force Base in Mary Esther, sustained wind of 33 knots with gusts to 49 knots.  Pensacola Beach, sustained wind of 40 knots with gusts to 58 knots.  Perdido Key, sustained wind 37 knots with gusts to 53 knots.
The lowest sea level pressure was 991 MB at Mobile Airport, Dauphin Island and Semmes, Alabama.
Two day rainfall totals across the area ending at 1100 AM CST on September 26 were as follows in Alabama:  Robertsdale 11.76, Semmes 11.90,  Bay Minette 11.00,  Mobile (4 S of MOB) 11.00, Brewton 10.29, Gulf State Park 10.20 and Mobile (Municipal Park) 10.12.  In Florida: Milton 15.72, Pace 13.76, Bratt 10.27, Munson 10.14, Pensacola Airport 9.09, Pea Ridge 8.74 and Milligan 8.27.  In Mississippi:  Wiggins 9.80, Merrill 9.19, Leakesville and Waynesboro 7.15.
The highest storm tides along the Alabama coast were as follows:  Middle Bay Light House 6.1 feet, Mobile State Docks 5.9 feet, Cedar Point 5.0 feet, and Dauphin Island 4.4 feet.   Along the Florida coast, some storm tides were as follows:  Pensacola 5.2 feet , Perdido Pass 4.5 feet,  Destin East Pass 3.8 feet, and Santa Rosa Sound 3.4 feet.
Major beach erosion occurred on Dauphin Island and along the beaches of Baldwin county in  Alabama, as well as along the Florida panhandle coastline from Pensacola Beach to Navarre Beach.  
Major storm tide flooding occurred in Mobile County Alabama on the west end of Dauphin Island,  along low lying coastal areas of the southern part of the county, and along the Causeway that crosses the northern part of Mobile Bay.  Storm tide flooding also occurred in Baldwin County, primarily in the West Beach and Orange Beach areas.  Storm tide flooding also occurred along portions of the Florida coastline from Pensacola Beach to Navarre Beach.   Moderate river flooding occurred in Mobile and Baldwin counties in Alabama, with some river flooding also reported in Escambia, Santa Rosa, and Okaloosa counties of the Florida panhandle.  
Two F0 tornadoes occurred in coastal Okaloosa county in Florida, two F0 tornadoes occurred in coastal Baldwin county of Alabama and one F0 In Mobile county.  Minor structural damage was reported with each tornado, but for the most part, only tree damage occurred.  
Primary storm effects were along the coasts of Alabama and the Florida panhandle.    In Mobile county, the main effects were the tidal flooding that occurred on Dauphin Island.  The berm on the west end of the island was destroyed.  Bayou La Batre and the road leading to Dauphin Island were flooded by above normal tide levels.   Two feet of water covered Water Street in downtown Mobile.  The causeway at the northern end of Mobile Bay was closed for a time due to high water, and some of the businesses on the causeway were flooded.   Some houses along Bayou Sara and the Fowl River  had some water in them.    In Baldwin County, major beach erosion occurred along an area know as West Beach.  Surges in this area were estimated at 5.5 to 6.5 feet.  Wind driven waves on top of this surge deposited sand across West Beach Road and the wave action removed a couple of feet of sand from underneath several beach houses.  Some houses along the Fish River were also flooded.  In Escambia County major beach erosion occurred on Pensacola Beach.  The road to Fort Pickens and the road between Pensacola Beach and Navarre Beach was closed due to the road being overwashed with several feet of sand.  The island was breached in a couple of  places.   The Santa Rosa county coast sustained major beach erosion as well...primarily around Navarre Beach.   Lastly. Okaloosa county experience some beach erosion, but not as extensively as did the counties just to the west.  Highway 98 between Fort Walton and Destin had a couple of feet of water across it, but at least one lane remained open and passable."
